keyword	search_volume	topic	category	cluster_name	main_keyword	keyword_difficulty	cluster_avg_difficulty	position	avg_cluster_position	clicks	impressions	ctr	cover_url	cluster_total_search_volume	has_magicfuse_cover
what is experience cloud	70	Experience Cloud	Salesforce Cloud Services	Why do I need an Experience Cloud site?	FALSE	22.0	34.0	0.0	-			0.0		6210	NO
what is experience cloud in salesforce	70	Experience Cloud	Salesforce Cloud Services	Why do I need an Experience Cloud site?	FALSE	17.0	34.0	0.0	-			0.0		6210	NO
experience cloud site	50	Experience Cloud	Salesforce Cloud Services	Why do I need an Experience Cloud site?	FALSE	26.0	34.0	0.0	-			0.0		6210	NO
salesforce experience site	50	Experience Cloud	Salesforce Cloud Services	Why do I need an Experience Cloud site?	FALSE	37.0	34.0	0.0	-			0.0		6210	NO
salesforce experience cloud services	40	Experience Cloud	Salesforce Cloud Services	Why do I need an Experience Cloud site?	FALSE	10.0	34.0	0.0	-			0.0		6210	NO
salesforce digital experience site	30	Experience Cloud	Salesforce Cloud Services	Why do I need an Experience Cloud site?	FALSE	58.0	34.0	0.0	-			0.0		6210	NO
salesforce experience cloud site	30	Experience Cloud	Salesforce Cloud Services	Why do I need an Experience Cloud site?	FALSE	45.0	34.0	0.0	-			0.0		6210	NO
salesforce experience meaning	30	Experience Cloud	Salesforce Cloud Services	Why do I need an Experience Cloud site?	FALSE	22.0	34.0	0.0	-			0.0		6210	NO
what is experience cloud salesforce	30	Experience Cloud	Salesforce Cloud Services	Why do I need an Experience Cloud site?	FALSE	45.0	34.0	0.0	-			0.0		6210	NO
sf experience cloud	20	Experience Cloud	Salesforce Cloud Services	Why do I need an Experience Cloud site?	FALSE	70.0	34.0	0.0	-			0.0		6210	NO
salesforce financial services cloud	1300	Financial Services Cloud	Salesforce Cloud Services	The ultimate guide to Salesforce Financial Services Cloud	TRUE	37.0	43.3	0.0	85.6			0.0		4180	NO
salesforce financial service cloud	1000	Service Cloud	Salesforce Cloud Services	The ultimate guide to Salesforce Financial Services Cloud	FALSE	53.0	43.3	0.0	85.6			0.0		4180	NO
financial services cloud	720	Financial Services Cloud	Salesforce Cloud Services	The ultimate guide to Salesforce Financial Services Cloud	FALSE	50.0	43.3	85.6	85.6	0	23	0.0	https://magicfuse.co/expertise/financial-cloud	4180	YES
fsc salesforce	390	Financial Services Cloud	Salesforce Cloud Services	The ultimate guide to Salesforce Financial Services Cloud	FALSE	37.0	43.3	0.0	85.6			0.0		4180	NO
financial services salesforce	320	Financial Services Cloud	Salesforce Cloud Services	The ultimate guide to Salesforce Financial Services Cloud	FALSE	65.0	43.3	0.0	85.6			0.0		4180	NO
financial cloud salesforce	260	Financial Services Cloud	Salesforce Cloud Services	The ultimate guide to Salesforce Financial Services Cloud	FALSE	43.0	43.3	0.0	85.6			0.0		4180	NO
financial cloud	140	Financial Services Cloud	Salesforce Cloud Services	The ultimate guide to Salesforce Financial Services Cloud	FALSE	29.0	43.3	0.0	85.6			0.0		4180	NO
salesforce financial services cloud features	30	Financial Services Cloud	Salesforce Cloud Services	The ultimate guide to Salesforce Financial Services Cloud	FALSE	20.0	43.3	0.0	85.6			0.0		4180	NO
salesforce financial services cloud logo	20	Financial Services Cloud	Salesforce Cloud Services	The ultimate guide to Salesforce Financial Services Cloud	FALSE	56.0	43.3	0.0	85.6			0.0		4180	NO
data cloud computing	2400	General Salesforce platform & clouds	Salesforce Cloud Services	What is a data cloud? Data cloud for enterprise analytics	TRUE	77.0	68.6	0.0	-			0.0		3780	NO
what is cloud data	590	General Salesforce platform & clouds	Salesforce Cloud Services	What is a data cloud? Data cloud for enterprise analytics	FALSE	94.0	68.6	0.0	-			0.0		3780	NO
what is data in the cloud	590	General Salesforce platform & clouds	Salesforce Cloud Services	What is a data cloud? Data cloud for enterprise analytics	FALSE	66.0	68.6	0.0	-			0.0		3780	NO
cloud-based data	70	General Salesforce platform & clouds	Salesforce Cloud Services	What is a data cloud? Data cloud for enterprise analytics	FALSE	71.0	68.6	0.0	-			0.0		3780	NO
data clouds	40	General Salesforce platform & clouds	Salesforce Cloud Services	What is a data cloud? Data cloud for enterprise analytics	FALSE	61.0	68.6	0.0	-			0.0		3780	NO
cloud data systems	30	General Salesforce platform & clouds	Salesforce Cloud Services	What is a data cloud? Data cloud for enterprise analytics	FALSE	33.0	68.6	0.0	-			0.0		3780	NO
data cloud definition	30	General Salesforce platform & clouds	Salesforce Cloud Services	What is a data cloud? Data cloud for enterprise analytics	FALSE	72.0	68.6	0.0	-			0.0		3780	NO
data cloud meaning	30	General Salesforce platform & clouds	Salesforce Cloud Services	What is a data cloud? Data cloud for enterprise analytics	FALSE	75.0	68.6	0.0	-			0.0		3780	NO
data model in salesforce	480	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	TRUE	20.0	27.9	0.0	-			0.0		3120	NO
data modeling in salesforce	320	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	12.0	27.9	0.0	-			0.0		3120	NO
salesforce database model	320	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	19.0	27.9	0.0	-			0.0		3120	NO
salesforce data model	320	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	22.0	27.9	0.0	-			0.0		3120	NO
salesforce schema builder	320	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	65.0	27.9	0.0	-			0.0		3120	NO
schema builder in salesforce	320	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	35.0	27.9	0.0	-			0.0		3120	NO
sfdc data model	320	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	14.0	27.9	0.0	-			0.0		3120	NO
salesforce schema	90	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	23.0	27.9	0.0	-			0.0		3120	NO
schema in salesforce	90	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	52.0	27.9	0.0	-			0.0		3120	NO
salesforce sales cloud data model	70	Sales Cloud	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	48.0	27.9	0.0	-			0.0		3120	NO
sales cloud data model	50	Sales Cloud	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	53.0	27.9	0.0	-			0.0		3120	NO
salesforce object model	50	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	16.0	27.9	0.0	-			0.0		3120	NO
data model salesforce	40	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	26.0	27.9	0.0	-			0.0		3120	NO
salesforce data structure	40	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	20.0	27.9	0.0	-			0.0		3120	NO
salesforce service cloud data model	40	Service Cloud	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	17.0	27.9	0.0	-			0.0		3120	NO
salesforce database schema	30	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	26.0	27.9	0.0	-			0.0		3120	NO
salesforce data model example	30	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	14.0	27.9	0.0	-			0.0		3120	NO
salesforce db schema	30	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	30.0	27.9	0.0	-			0.0		3120	NO
salesforce model	30	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	30.0	27.9	0.0	-			0.0		3120	NO
salesforce schema class	30	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	42.0	27.9	0.0	-			0.0		3120	NO
schema class in salesforce	30	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	35.0	27.9	0.0	-			0.0		3120	NO
service cloud data model	30	Service Cloud	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	28.0	27.9	0.0	-			0.0		3120	NO
salesforce cdp data model	20	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	10.0	27.9	0.0	-			0.0		3120	NO
what is schema builder in salesforce	20	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce Data Model Notation	FALSE	13.0	27.9	0.0	-			0.0		3120	NO
data migration in salesforce	320	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	22.0	17.9	0.0	39.6			0.0		2620	NO
salesforce data migration	320	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	TRUE	17.0	17.9	44.9	39.6	0	10	0.0	https://magicfuse.co/blog/data-migration	2620	YES
data migration salesforce	210	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	9.0	17.9	0.0	39.6			0.0		2620	NO
data migration to salesforce	210	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	24.0	17.9	44.4	39.6	0	7	0.0	https://magicfuse.co/blog/data-migration	2620	YES
migration in salesforce	140	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	16.0	17.9	0.0	39.6			0.0		2620	NO
salesforce migration	140	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	28.0	17.9	0.0	39.6			0.0		2620	NO
salesforce data migration tools	110	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	25.0	17.9	0.0	39.6			0.0		2620	NO
ant migration tool	70	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	19.0	17.9	0.0	39.6			0.0		2620	NO
data migration tools salesforce	70	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	18.0	17.9	0.0	39.6			0.0		2620	NO
migrate data to salesforce	70	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	17.0	17.9	33.6	39.6	0	36	0.0	https://magicfuse.co/blog/data-migration	2620	YES
salesforce data migration best practices	70	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	22.0	17.9	38.7	39.6	0	47	0.0	https://magicfuse.co/blog/data-migration	2620	YES
ant migration	50	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	21.0	17.9	0.0	39.6			0.0		2620	NO
ant migration tool for salesforce	50	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	33.0	17.9	0.0	39.6			0.0		2620	NO
data migration tools for salesforce	50	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	33.0	17.9	0.0	39.6			0.0		2620	NO
migration tools in salesforce	50	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	29.0	17.9	0.0	39.6			0.0		2620	NO
salesforce ant migration tool	50	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	44.0	17.9	0.0	39.6			0.0		2620	NO
salesforce data migration checklist	50	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	5.0	17.9	0.0	39.6			0.0		2620	NO
salesforce data migration steps	50	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	6.0	17.9	0.0	39.6			0.0		2620	NO
salesforce data migration tool	50	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	15.0	17.9	0.0	39.6			0.0		2620	NO
salesforce migration tools	50	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	24.0	17.9	0.0	39.6			0.0		2620	NO
sfdc migration tool	50	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	20.0	17.9	0.0	39.6			0.0		2620	NO
ant-salesforce	40	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	24.0	17.9	0.0	39.6			0.0		2620	NO
force.com migration tool	40	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	13.0	17.9	0.0	39.6			0.0		2620	NO
ant deploy	30	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	7.0	17.9	0.0	39.6			0.0		2620	NO
ant deployment	30	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	4.0	17.9	0.0	39.6			0.0		2620	NO
ant deployment in salesforce	30	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	0.0	17.9	0.0	39.6			0.0		2620	NO
ant deploy salesforce	30	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	3.0	17.9	0.0	39.6			0.0		2620	NO
ant tool salesforce	30	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	3.0	17.9	0.0	39.6			0.0		2620	NO
migrating to salesforce	30	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	16.0	17.9	0.0	39.6			0.0		2620	NO
salesforce ant deployment	30	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	1.0	17.9	0.0	39.6			0.0		2620	NO
ant migration salesforce	20	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	2.0	17.9	0.0	39.6			0.0		2620	NO
migrate data from one salesforce org to another	20	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	28.0	17.9	0.0	39.6			0.0		2620	NO
salesforce ant	20	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	33.0	17.9	0.0	39.6			0.0		2620	NO
salesforce data migration strategy	20	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	14.0	17.9	0.0	39.6			0.0		2620	NO
salesforce to salesforce data migration	20	General Salesforce platform & clouds	Salesforce Cloud Services	How to do Salesforce data migration like a pro	FALSE	30.0	17.9	36.5	39.6	0	6	0.0	https://magicfuse.co/blog/data-migration	2620	YES
salesforce netzero cloud	480	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce netzero cloud	TRUE	44.0	49.7	0.0	-			0.0		1990	NO
net zero cloud	260	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce netzero cloud	FALSE	45.0	49.7	0.0	-			0.0		1990	NO
salesforce net zero cloud	260	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce netzero cloud	FALSE	53.0	49.7	0.0	-			0.0		1990	NO
salesforce sustainability	110	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce netzero cloud	FALSE	87.0	49.7	0.0	-			0.0		1990	NO
net zero cloud salesforce	90	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce netzero cloud	FALSE	50.0	49.7	0.0	-			0.0		1990	NO
salesforce esg report	70	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce netzero cloud	FALSE	62.0	49.7	0.0	-			0.0		1990	NO
salesforce net zero	70	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce netzero cloud	FALSE	59.0	49.7	0.0	-			0.0		1990	NO
salesforce sustainability report	70	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce netzero cloud	FALSE	42.0	49.7	0.0	-			0.0		1990	NO
zero cloud	70	General Salesforce platform & clouds	Salesforce Cloud Services	Salesforce netzero cloud	FALSE	15.0	49.7	0.0	-			0.0		1990	NO
